255,0,0#1.0,0.0,0.0
0,255,0#0.0,1.0,0.0
0,0,255#0.0,0.0,1.0
255,255,255#1.0,1.0,1.0
0,0,0#0.0,0.0,0.0
255,255,0#1.0,1.0,0.0
255,0,255#1.0,0.0,1.0
0,255,255#0.0,1.0,1.0
128,128,128#0.5,0.5,0.5
192,192,192#0.75,0.75,0.75
64,64,64#0.25,0.25,0.25
255,128,0#1.0,0.5,0.0
128,255,0#0.5,1.0,0.0
0,128,255#0.0,0.5,1.0
128,0,255#0.5,0.0,1.0
255,0,128#1.0,0.0,0.5
128,128,0#0.5,0.5,0.0
128,0,128#0.5,0.0,0.5
0,128,128#0.0,0.5,0.5
160,160,160#0.625,0.625,0.625
96,96,96#0.375,0.375,0.375
